v1-ct-seq,0, 229, 93546, 2, 462, 800
v1-ct-seq,1, 5, 69, 0, 7, 64
v1-ct-seq,2, 90, 3908, 1, 60, 296
v1-ct-seq,3, 176, 104631, 2, 431, 869
v1-ct-seq,4, 20, 1970, 1, 50, 96
v1-ct-seq,5, 50, 4511, 1, 61, 163
v1-ct-seq,6, 42, 2640, 1, 51, 260
v1-ct-seq,7, 18, 757, 1, 46, 56
v1-ct-seq,8, 68, 4566, 1, 59, 248
v1-ct-seq,9, 10, 217, 1, 28, 64
v1-ct-bpas,0, 116, 5222, 1, 62, 447
v1-ct-bpas,1, 45, 4126, 1, 55, 160
v1-ct-bpas,2, 129, 7411, 1, 61, 422
v1-ct-bpas,3, 114, 28257, 2, 337, 401
v1-ct-bpas,4, 11, 452, 1, 38, 84
v1-ct-bpas,5, 48, 2380, 1, 53, 179
v1-ct-bpas,6, 51, 3046, 1, 52, 191
v1-ct-bpas,7, 78, 4363, 1, 60, 313
v1-ct-bpas,8, 10, 96, 0, 6, 48
v1-ct-bpas,9, 4, 41, 0, 5, 36
mds-ct-seq,0, 35, 2303, 1, 34, 142
mds-ct-seq,1, 213, 6563, 1, 44, 697
mds-ct-seq,2, 97, 2117, 1, 37, 326
mds-ct-seq,3, 243, 7581, 1, 44, 788
mds-ct-seq,4, 30, 1168, 1, 34, 126
mds-ct-seq,5, 57, 1378, 1, 32, 200
mds-ct-seq,6, 168, 5771, 1, 40, 549
mds-ct-seq,7, 10, 572, 1, 26, 37
mds-ct-seq,8, 28, 1478, 1, 27, 111
mds-ct-seq,9, 112, 3442, 1, 41, 378
mds-ct-bpas,0, 71, 1908, 1, 37, 236
mds-ct-bpas,1, 3, 27, 0, 4, 98
mds-ct-bpas,2, 24, 1154, 1, 34, 146
mds-ct-bpas,3, 39, 897, 1, 29, 133
mds-ct-bpas,4, 206, 6847, 1, 42, 673
mds-ct-bpas,5, 136, 3924, 1, 39, 511
mds-ct-bpas,6, 326, 8677, 1, 46, 1113
mds-ct-bpas,7, 24, 3336, 1, 32, 149
mds-ct-bpas,8, 218, 6841, 1, 43, 764
mds-ct-bpas,9, 35, 720, 1, 27, 127
mds-ct-cond,0, 57, 1448, 1, 45, 230
mds-ct-cond,1, 34, 1835, 1, 39, 168
mds-ct-cond,2, 48, 2514, 1, 43, 223
mds-ct-cond,3, 179, 6168, 1, 52, 620
mds-ct-cond,4, 40, 704, 1, 38, 129
mds-ct-cond,5, 199, 6430, 1, 55, 645
mds-ct-cond,6, 424, 28515, 2, 322, 1388
mds-ct-cond,7, 33, 460, 1, 36, 125
mds-ct-cond,8, 92, 2723, 1, 48, 305
mds-ct-cond,9, 105, 3034, 1, 47, 406
lvi-ct-seq,0, 550, 0, 0, 0, 458
lvi-ct-seq,1, 2157, 0, 0, 0, 1754
lvi-ct-seq,2, 218, 0, 0, 0, 175
lvi-ct-seq,3, 316, 0, 0, 0, 266
lvi-ct-seq,4, 75, 0, 0, 0, 63
lvi-ct-seq,5, 1250, 0, 0, 0, 1016
