lvi-ct-seq,6, 661, 0, 0, 0, 545
lvi-ct-seq,7, 109, 4130, 1, 39, 159
lvi-ct-seq,8, 19, 409, 1, 26, 29
lvi-ct-seq,9, 95, 3890, 1, 40, 142
lvi-ct-bpas,0, 38, 121, 0, 6, 54
lvi-ct-bpas,1, 57, 1681, 1, 36, 84
lvi-ct-bpas,2, 48, 3564, 1, 34, 91
lvi-ct-bpas,3, 25, 1956, 1, 28, 36
lvi-ct-bpas,4, 47, 1106, 1, 33, 91
lvi-ct-bpas,5, 22, 1009, 1, 34, 34
lvi-ct-bpas,6, 138, 3272, 1, 39, 211
lvi-ct-bpas,7, 305, 8257, 1, 47, 462
lvi-ct-bpas,8, 3, 30, 0, 5, 22
lvi-ct-bpas,9, 122, 4840, 1, 39, 184
lvi-ct-cond,0, 180, 4634, 1, 51, 267
lvi-ct-cond,1, 190, 6067, 1, 51, 280
lvi-ct-cond,2, 177, 4189, 1, 53, 296
lvi-ct-cond,3, 123, 3277, 1, 52, 180
lvi-ct-cond,4, 114, 8913, 1, 53, 167
lvi-ct-cond,5, 74, 1107, 1, 39, 99
lvi-ct-cond,6, 87, 1999, 1, 52, 124
lvi-ct-cond,7, 115, 11367, 1, 51, 165
lvi-ct-cond,8, 67, 3250, 1, 48, 216
lvi-ct-cond,9, 149, 4310, 1, 52, 231
v4-ct-seq,0, 513, 936076, 3, 1949, 2050
v4-ct-seq,1, 407, 304732, 3, 1834, 1511
v4-ct-seq,2, 1667, 6292864, 3, 2325, 10031
v4-ct-seq,3, 571, 1897847, 3, 2071, 2862
v4-ct-seq,4, 939, 2632100, 3, 2205, 4918
v4-ct-seq,5, 495, 288395, 2, 332, 1828
v4-ct-seq,6, 544, 1452038, 3, 2127, 2638
v4-ct-seq,7, 837, 2481124, 3, 2181, 4210
v4-ct-seq,8, 672, 1312790, 3, 2123, 3102
v4-ct-seq,9, 1774, 6005407, 3, 2327, 10908
v4-ct-cond,0, 1571, 3329745, 3, 3562, 8582
v4-ct-cond,1, 706, 346965, 3, 3079, 2761
v4-ct-cond,2, 2594, 5639285, 3, 3805, 16417
v4-ct-cond,3, 983, 1197389, 3, 3333, 4451
v4-ct-cond,4, 1816, 3030114, 3, 3704, 9721
v4-ct-cond,5, 1671, 3747508, 3, 3795, 9380
v4-ct-cond,6, 1058, 1797428, 3, 3364, 5052
v4-ct-cond,7, 708, 773129, 3, 3101, 2905
v4-ct-cond,8, 2616, 7730852, 3, 3868, 17310
v4-ct-cond,9, 1562, 2424129, 3, 3564, 7848
